XXXCode barre;Code compact;Catalogue;Page;Libelle produit;Modele;Code piece;Code couleur;Couleur it;Couleur en
XXX;;;;;;;;;
XXX;ATTENTION au format des colonnes !;;;;;;;;
XXX;Avant toute edition, changer les formats des colonnes suivantes :;;;;;;;;
XXX;Code Barre :;; numerique sans decimales;;;;;;
XXX;Code Couleur :;;" numerique format ""000""";;;;;;
XXX;;;;;;;;;
8050846061170;HLESCE01-ECS07-078; O bag spring 19;23;" Manico doppia catena a ""t""";HLESCE01;ECS07;78;sabbia + argento;sand + silver
8050846061149;HLESCE01-ECSA1-017; O bag spring 19;23;" Manico doppia catena a ""t""";HLESCE01;ECSA1;17;blu navy + catena blu;blue navy + blue chain
8050846061156;HLESCE01-ECSA1-055; O bag spring 19;23;" Manico doppia catena a ""t""";HLESCE01;ECSA1;55;nero + catena nera;black + black chain
8058983594889;HLESG000-ECS04-026; O bag spring 19;24; Manico lungo nappina;HLESG000;ECS04;26;cobalto;cobalt blue
8058333583648;HLESG000-ECS04-183; O bag spring 19;24; Manico lungo nappina;HLESG000;ECS04;183;viola;violet
CodeBarre;HLESG000-ECS04-017; O bag spring 19;24; Manico lungo nappina;HLESG000;ECS04;17;blu navy;blu navy
CodeBarre;HLESG000-ECS04-038; O bag spring 19;24; Manico lungo nappina;HLESG000;ECS04;38;grafite;graphite
CodeBarre;HLESG000-ECS04-135; O bag spring 19;24; Manico lungo nappina;HLESG000;ECS04;135;peltro;peltro
CodeBarre;HLESD000-ECS35-026; O bag spring 19;24; manico lungo componibile;HLESD000;ECS35;26;cobalto;cobalt blue
CodeBarre;HLESD000-ECS35-422; O bag spring 19;24; manico lungo componibile;HLESD000;ECS35;422;sangria;sangria
CodeBarre;HLESD000-ECS35-036; O bag spring 19;24; manico lungo componibile;HLESD000;ECS35;36;giallo;yellow
CodeBarre;HLESD000-ECS35-371; O bag spring 19;24; manico lungo componibile;HLESD000;ECS35;371;latte;milk
8050846061040;HLESLL01-ECS07-017; O bag spring 19;25; Manico linear lungo con;HLESLL01;ECS07;17;blu navy;blue navy
8050846061057;HLESLL01-ECS07-055; O bag spring 19;25; Manico linear lungo con;HLESLL01;ECS07;55;nero;black
8050846061033;HLESLL01-ECS07-026; O bag spring 19;25; Manico linear lungo con;HLESLL01;ECS07;26;cobalto;cobalt blue
8050846061101;HLESLL01-ECS07-078; O bag spring 19;25; Manico linear lungo con;HLESLL01;ECS07;78;sabbia;sand
8050846061064;HLESLL01-ECS07-048; O bag spring 19;25; Manico linear lungo con;HLESLL01;ECS07;48;mattone;brick
8050846061095;HLESLL01-ECS07-088; O bag spring 19;25; Manico linear lungo con;HLESLL01;ECS07;88;turchese;turquoise
8050846061088;HLESLL01-ECS07-588; O bag spring 19;25; Manico linear lungo con;HLESLL01;ECS07;588;orchidea;orchid
8050846061071;HLESLL01-ECS07-589; O bag spring 19;25; Manico linear lungo con;HLESLL01;ECS07;589;lily grey;lily grey
8050846061002;HLESAG01-ECS07-017; O bag spring 19;26; Manichetto piatto + clip;HLESAG01;ECS07;17;blu navy;blue navy
8050846060982;HLESAG01-ECS07-055; O bag spring 19;26; Manichetto piatto + clip;HLESAG01;ECS07;55;nero;black
