Code barre;Catalogue;Page;Libelle produit;Modele;Code piece;Code couleur;Couleur it;Couleur en;
CodeBarre; O bag fall 2018;80; sacca interna zip O bag;OBAGS001;TESS2;018;bordeaux;burgundy;
CodeBarre; O bag fall 2018;80; sacca interna zip O bag;OBAGS001;TESS2;017;blu navy;navy blue;
CodeBarre; O bag fall 2018;80; sacca interna zip O bag;OBAGS001;TESS2;485;atlantic;atlantic;
CodeBarre; O bag fall 2018;80; sacca interna zip O bag;OBAGS001;TESS2;086;tortora;dove - grey;
CodeBarre; O bag fall 2018;80; sacca interna zip O bag;OBAGS001;TESS2;076;rosso;red;
CodeBarre; O bag fall 2018;81; sacca interna zip O bag;OBAGS001;TESR1;009;blu;blue;
CodeBarre; O bag fall 2018;81; sacca interna zip O bag;OBAGS001;TESR1;055;nero;black;
CodeBarre; O bag fall 2018;81; sacca interna zip O bag;OBAGS001;TESR1;137;bluette;bright blue;
CodeBarre; O bag fall 2018;81; sacca interna zip O bag;OBAGS001;TESR1;371;latte;milk;
CodeBarre; O bag fall 2018;81; sacca interna zip O bag;OBAGS001;TESR1;227;bianco/nero;white - black;
CodeBarre; O bag fall 2018;82; sacca interna zip O bag mini;OBAGS002;TES73;550;sabbia/testa di moro;sand/dark brown;
CodeBarre; O bag fall 2018;82; sacca interna zip O bag mini;OBAGS002;TES73;018;bordeaux;burgundy;
CodeBarre; O bag fall 2018;82; sacca interna zip O bag mini;OBAGS002;TES73;050;melanzana;aubergine;
CodeBarre; O bag fall 2018;82; sacca interna zip O bag mini;OBAGS002;TES73;485;atlantic;atlantic;
CodeBarre; O bag fall 2018;83; sacca interna zip O bag mini;OBAGS002;TESS2;055;nero;black;
CodeBarre; O bag fall 2018;83; sacca interna zip O bag mini;OBAGS002;TESS2;017;blu navy;navy blue;
CodeBarre; O bag fall 2018;83; sacca interna zip O bag mini;OBAGS002;TESS2;086;tortora;dove - grey;
CodeBarre; O bag fall 2018;83; sacca interna zip O bag mini;OBAGS002;TESS2;018;bordeaux;burgundy;
CodeBarre; O bag fall 2018;83; sacca interna zip O bag mini;OBAGS002;TESS2;258;beige;beige;
CodeBarre; O bag fall 2018;83; sacca interna zip O bag mini;OBAGS002;TESS2;076;rosso;red;
CodeBarre; O bag fall 2018;83; sacca interna zip O bag mini;OBAGS002;TESS2;485;atlantic;atlantic;
CodeBarre; O bag fall 2018;84; sacca interna zip O bag mini;OBAGS002;TESR1;008;bianco;white;
CodeBarre; O bag fall 2018;84; sacca interna zip O bag mini;OBAGS002;TESR1;002;amaranto;amaranth;
CodeBarre; O bag fall 2018;84; sacca interna zip O bag mini;OBAGS002;TESR1;055;nero;black;
CodeBarre; O bag fall 2018;84; sacca interna zip O bag mini;OBAGS002;TESR1;137;bluette;bright blue;
CodeBarre; O bag fall 2018;84; sacca interna zip O bag mini;OBAGS002;TESR1;137;bluette;bright blue;
CodeBarre; O bag fall 2018;84; sacca interna zip O bag mini;OBAGS002;TESR1;055;nero;black;
CodeBarre; O bag fall 2018;84; sacca interna zip O bag mini;OBAGS002;TESR1;371;latte;milk;
CodeBarre; O bag fall 2018;85; sacca interna zip O moon;OBAGS016;TESD5;549;blu navy/curry/bordeaux;navy blue/curry/burgundy;
CodeBarre; O bag fall 2018;85; sacca interna zip O moon;OBAGS016;TESD5;485;atlantic;atlantic;
CodeBarre; O bag fall 2018;85; sacca interna zip O moon;OBAGS016;TESD5;050;melanzana;aubergine;
CodeBarre; O bag fall 2018;86; sacca interna zip O moon;OBAGS016;TESQ9;017;blu navy;navy blue;
CodeBarre; O bag fall 2018;86; sacca interna zip O moon;OBAGS016;TESQ9;086;tortora;dove - grey;
CodeBarre; O bag fall 2018;86; sacca interna zip O moon;OBAGS016;TESQ9;018;bordeaux;burgundy;
CodeBarre; O bag fall 2018;86; sacca interna zip O moon;OBAGS016;TESQ9;076;rosso;red;
CodeBarre; O bag fall 2018;86; sacca interna zip O moon;OBAGS016;TESQ9;227;bianco/nero;white - black;
CodeBarre; O bag fall 2018;87; sacca interna zip O moon;OBAGS016;TESR3;545;blu navy/verde bosco;navy blue/green forest;
CodeBarre; O bag fall 2018;87; sacca interna zip O moon;OBAGS016;TESR3;485;atlantic;atlantic;
CodeBarre; O bag fall 2018;87; sacca interna zip O moon;OBAGS016;TESR3;018;bordeaux;burgundy;
CodeBarre; O bag fall 2018;88; sacca interna zip O moon;OBAGS016;TESS2;137;bluette;bright blue;
CodeBarre; O bag fall 2018;88; sacca interna zip O moon;OBAGS016;TESS2;055;nero;black;
CodeBarre; O bag fall 2018;88; sacca interna zip O moon;OBAGS016;TESS2;371;latte;milk;
CodeBarre; O bag fall 2018;88; sacca interna zip O moon;OBAGS016;TESS2;549;blu navy/curry/bordeaux;navy blue/curry/burgundy;
CodeBarre; O bag fall 2018;89; sacca interna zip O moon;OBAGS017;TESQ8;017;blu navy;navy blue;
CodeBarre; O bag fall 2018;89; sacca interna zip O moon;OBAGS017;TESQ8;086;tortora;dove - grey;
CodeBarre; O bag fall 2018;89; sacca interna zip O moon;OBAGS017;TESQ8;018;bordeaux;burgundy;
CodeBarre; O bag fall 2018;89; sacca interna zip O moon;OBAGS017;TESQ8;076;rosso;red;
CodeBarre; O bag fall 2018;89; sacca interna zip O moon;OBAGS017;TESQ8;227;bianco/nero;white - black;
CodeBarre; O bag fall 2018;90; sacca interna zip O moon;OBAGS017;TESR8;545;blu navy/verde bosco;navy blue/green forest;
CodeBarre; O bag fall 2018;91; sacca interna zip O moon;OBAGS017;TESR8;055;nero;black;
CodeBarre; O bag fall 2018;91; sacca interna zip O moon;OBAGS017;TESR8;008;bianco;white;
CodeBarre; O bag fall 2018;91; sacca interna zip O moon;OBAGS017;TESR8;054;naturale;natural;
CodeBarre; O bag fall 2018;91; sacca interna zip O moon;OBAGS017;TESR8;055;nero;black;
CodeBarre; O bag fall 2018;91; sacca interna zip O moon;OBAGS017;TESR8;371;latte;milk;
CodeBarre; O bag fall 2018;91; sacca interna zip O moon;OBAGS017;TESR8;137;bluette;bright blue;
CodeBarre; O bag fall 2018;92; sacca interna zip O bag knit;OBAGS031;TESR7;017;blu navy;navy blue;
CodeBarre; O bag fall 2018;92; sacca interna zip O bag knit;OBAGS031;TESR7;071;roccia;rock;
CodeBarre; O bag fall 2018;92; sacca interna zip O bag knit;OBAGS031;TESR7;086;tortora;dove - grey;
CodeBarre; O bag fall 2018;92; sacca interna zip O bag knit;OBAGS031;TESR7;055;nero;black;
CodeBarre; O bag fall 2018;93; sacca interna zip O bag knit;OBAGS031;TESS2;018;bordeaux;burgundy;
CodeBarre; O bag fall 2018;93; sacca interna zip O bag knit;OBAGS031;TESS2;485;atlantic;atlantic;
CodeBarre; O bag fall 2018;94; sacca interna zip O bag knit;OBAGS031;TESS2;055;nero;black;
CodeBarre; O bag fall 2018;94; sacca interna zip O bag knit;OBAGS031;TESS2;008;bianco;white;
CodeBarre; O bag fall 2018;94; sacca interna zip O bag knit;OBAGS031;TESS2;054;naturale;natural;
CodeBarre; O bag fall 2018;94; sacca interna zip O bag knit;OBAGS031;TESS2;055;nero;black;
CodeBarre; O bag fall 2018;94; sacca interna zip O bag knit;OBAGS031;TESS2;137;bluette;bright blue;
CodeBarre; O bag fall 2018;94; sacca interna zip O bag knit;OBAGS031;TESS2;371;latte;milk;
CodeBarre; O bag fall 2018;95; sacca interna zip O bag knit;OBAGS032;TESD5;017;blu navy;navy blue;
CodeBarre; O bag fall 2018;95; sacca interna zip O bag knit;OBAGS032;TESD5;086;tortora;dove - grey;
CodeBarre; O bag fall 2018;95; sacca interna zip O bag knit;OBAGS032;TESD5;055;nero;black;
CodeBarre; O bag fall 2018;95; sacca interna zip O bag knit;OBAGS032;TESR7;071;roccia;rock;
CodeBarre; O bag fall 2018;96; sacca interna zip O bag knit;OBAGS032;TESS2;018;bordeaux;burgundy;
CodeBarre; O bag fall 2018;96; sacca interna zip O bag knit;OBAGS032;TESS2;485;atlantic;atlantic;
CodeBarre; O bag fall 2018;97; sacca interna zip O bag knit;OBAGS032;TESS2;055;nero;black;
CodeBarre; O bag fall 2018;97; sacca interna zip O bag knit;OBAGS032;TESS2;017;blu navy;navy blue;
CodeBarre; O bag fall 2018;97; sacca interna zip O bag knit;OBAGS032;TESS2;086;tortora;dove - grey;
CodeBarre; O bag fall 2018;97; sacca interna zip O bag knit;OBAGS032;TESS2;018;bordeaux;burgundy;
CodeBarre; O bag fall 2018;97; sacca interna zip O bag knit;OBAGS032;TESS2;258;beige;beige;
CodeBarre; O bag fall 2018;97; sacca interna zip O bag knit;OBAGS032;TESS2;076;rosso;red;
CodeBarre; O bag fall 2018;97; sacca interna zip O bag knit;OBAGS032;TESS2;485;atlantic;atlantic;
CodeBarre; O bag fall 2018;98; sacca interna zip O bag;OBAGS033;TESR1;227;bianco/nero;white - black;
CodeBarre; O bag fall 2018;98; sacca interna zip O bag;OBAGS033;TESR1;485;atlantic;atlantic;
CodeBarre; O bag fall 2018;98; sacca interna zip O bag;OBAGS033;TESR1;071;roccia;rock;
CodeBarre; O bag fall 2018;98; sacca interna zip O bag;OBAGS033;TESR1;076;rosso;red;
CodeBarre; O bag fall 2018;99; sacca interna zip O bag;OBAGS033;TESR7;552;blu navy/rame;navy blue/copper;
CodeBarre; O bag fall 2018;99; sacca interna zip O bag;OBAGS033;TESR7;553;rosso/blu navy/curry;red/navy blue/curry;
CodeBarre; O bag fall 2018;100; sacca interna zip O bag;OBAGS033;TESR9;541;verde bosco;green forest;
CodeBarre; O bag fall 2018;100; sacca interna zip O bag glam;OBAGS034;FAS09;008;bianco;white;
CodeBarre; O bag fall 2018;100; sacca interna zip O bag glam;OBAGS034;FAS09;055;nero;black;
CodeBarre; O bag fall 2018;100; sacca interna zip O bag glam;OBAGS034;FAS09;018;bordeaux;burgundy;
CodeBarre; O bag fall 2018;100; sacca interna zip O bag glam;OBAGS034;TES73;227;bianco/nero;white - black;
CodeBarre; O bag fall 2018;101; sacca interna zip O bag glam;OBAGS034;TESQ8;549;blu navy/curry/bordeaux;navy blue/curry/burgundy;
CodeBarre; O bag fall 2018;101; sacca interna zip O bag glam;OBAGS034;TESR8;545;blu navy/verde bosco;navy blue/green forest;
CodeBarre; O bag fall 2018;102; sacca interna zip O bag glam;OBAGS034;TESR8;055;nero;black;
CodeBarre; O bag fall 2018;102; sacca interna zip O bag glam;OBAGS034;TESR8;076;rosso;red;
CodeBarre; O bag fall 2018;102; sacca interna zip O bag glam;OBAGS034;TESR8;017;blu navy;navy blue;
CodeBarre; O bag fall 2018;102; sacca interna zip O bag glam;OBAGS034;TESR8;086;tortora;dove - grey;
CodeBarre; O bag fall 2018;102; sacca interna zip O bag glam;OBAGS034;TESR8;018;bordeaux;burgundy;
CodeBarre; O bag fall 2018;102; sacca interna zip O bag glam;OBAGS034;TESR8;258;beige;beige;
CodeBarre; O bag fall 2018;102; sacca interna zip O bag glam;OBAGS034;TESR8;485;atlantic;atlantic;
CodeBarre; O bag fall 2018;106; sacca interna zip O bag glam;OBAGS034;TESR1;006;avorio;ivory;
CodeBarre; O bag fall 2018;106; sacca interna zip O bag glam;OBAGS034;TESR1;018;bordeaux;burgundy;
CodeBarre; O bag fall 2018;106; sacca interna zip O bag glam;OBAGS034;TESR1;055;nero;black;
CodeBarre; O bag fall 2018;106; sacca interna zip O bag glam;OBAGS034;TESR1;379;blu notte;deep blue;
CodeBarre; O bag fall 2018;106; sacca interna zip O bag glam;OBAGS034;TESR1;137;bluette;bright blue;
CodeBarre; O bag fall 2018;106; sacca interna zip O bag glam;OBAGS034;TESR1;058;noce;walnut;
CodeBarre; O bag fall 2018;106; sacca interna zip O bag glam;OBAGS034;TESR1;541;verde bosco;green forest;
CodeBarre; O bag fall 2018;106; sacca interna zip O bag glam;OBAGS034;TESR1;002;amaranto;amaranth;
CodeBarre; O bag fall 2018;107; pattina O pocket ecopelliccia;OBAGP006;FAS09;086;tortora;dove - grey;
CodeBarre; O bag fall 2018;107; pattina O pocket ecopelliccia;OBAGP006;FAS09;057;blu navy/verde bosco/bordeaux;navy blue/green forest/burgundy;
CodeBarre; O bag fall 2018;107; pattina O pocket ecopelliccia;OBAGP006;FAS09;134;antracite;anthracite;
CodeBarre; O bag fall 2018;108; pattina con fascia O pocket;OBAGP106;ECS90;017;blu navy;navy blue;
CodeBarre; O bag fall 2018;108; pattina O pocket tessuto;OBAGP006;TESR6;550;sabbia/testa di moro;sand/dark brown;
CodeBarre; O bag fall 2018;109; pattina passante O pocket;OBAGP506;ECS91;553;rosso/blu navy/curry;red/navy blue/curry;
CodeBarre; O bag fall 2018;109; pattina passante O pocket;OBAGP506;ECS91;552;blu navy/rame;navy blue/copper;
CodeBarre; O bag fall 2018;109; pattina passante O pocket;OBAGP506;ESC92;227;bianco/nero;white - black;
CodeBarre; O bag fall 2018;110; pattina girello O pocket;OBAGPA24;TESR2;227;bianco/nero;white - black;
CodeBarre; O bag fall 2018;110; pattina girello O pocket;OBAGPA24;TESR6;550;sabbia/testa di moro;sand/dark brown;
CodeBarre; O bag fall 2018;111; pattina girello O pocket;OBAGPA24;TESR9;553;rosso/blu navy/curry;red/navy blue/curry;
CodeBarre; O bag fall 2018;112; pattina girello O pocket;OBAGPA24;TESR9;055;nero;black;
CodeBarre; O bag fall 2018;112; pattina girello O pocket;OBAGPA24;TESR9;540;curry;curry;
CodeBarre; O bag fall 2018;112; pattina girello O pocket;OBAGPA24;TESR9;018;bordeaux;burgundy;
CodeBarre; O bag fall 2018;112; pattina girello O pocket;OBAGPA24;TESR9;084;testa di moro;dark brown;
CodeBarre; O bag fall 2018;112; pattina girello O pocket;OBAGPA24;TESR9;017;blu navy;navy blue;
CodeBarre; O bag fall 2018;112; pattina girello O pocket;OBAGPA24;TESR9;108;terracotta;terracotta;
CodeBarre; O bag fall 2018;116; pattina O bag glam ecopelle;OBAGP034;ECS29;227;bianco/nero;white - black;
CodeBarre; O bag fall 2018;116; pattina O bag glam ecopelle;OBAGP034;ECS29;549;blu navy/curry/bordeaux;navy blue/curry/burgundy;
CodeBarre; O bag fall 2018;116; pattina O bag glam ecopelle;OBAGP034;ECS29;241;blu navy - rosso;navy blue - red;
CodeBarre; O bag fall 2018;117; chiusura a fascia con fibbia;OBAGC534;TESP2;227;bianco/nero;white - black;
CodeBarre; O bag fall 2018;117; chiusura a fascia con fibbia;OBAGC534;TESP2;018;bordeaux;burgundy;
CodeBarre; O bag fall 2018;117; chiusura a fascia con fibbia;OBAGC534;TESP2;485;atlantic;atlantic;
CodeBarre; O bag fall 2018;117; chiusura a fascia con fibbia;OBAGC534;TESP2;540;curry;curry;
CodeBarre; O bag fall 2018;120; manico + spallaccio goccia;HLESZ817;ECS00;018;bordeaux;burgundy;
CodeBarre; O bag fall 2018;120; manico + spallaccio goccia;HLESZ817;ECS00;084;testa di moro;dark brown;
CodeBarre; O bag fall 2018;120; manico + spallaccio goccia;HLESZ817;ECS00;017;blu navy;navy blue;
CodeBarre; O bag fall 2018;120; manico + spallaccio goccia;HLESZ817;ECS00;541;verde bosco;green forest;
CodeBarre; O bag fall 2018;120; manico + spallaccio goccia;HLESZ817;TESP2;549;blu navy/curry/bordeaux;navy blue/curry/burgundy;
CodeBarre; O bag fall 2018;120; manico + spallaccio goccia;HLESZ817;TESP2;551;blu navy/rosso;navy blue/red;
CodeBarre; O bag fall 2018;120; manico + spallaccio goccia;HLESZ817;TESP2;055;nero;black;
CodeBarre; O bag fall 2018;120; scocca O square EVA;OBAGB019;EVS00;463;blu maya;maya blue;
CodeBarre; O bag fall 2018;120; scocca O square EVA;OBAGB019;EVS00;055;nero;black;
CodeBarre; O bag fall 2018;120; scocca O square EVA;OBAGB019;EVS00;017;blu navy;navy blue;
CodeBarre; O bag fall 2018;120; scocca O square EVA;OBAGB019;EVS00;018;bordeaux;burgundy;
CodeBarre; O bag fall 2018;120; scocca O square EVA;OBAGB019;EVS00;371;latte;milk;
CodeBarre; O bag fall 2018;120; scocca O square EVA;OBAGB019;EVS00;541;verde bosco;green forest;
CodeBarre; O bag fall 2018;120; scocca O square EVA;OBAGB019;EVS00;076;rosso;red;
CodeBarre; O bag fall 2018;120; scocca O square EVA;OBAGB019;EVS00;078;sabbia;sand;
CodeBarre; O bag fall 2018;122; chiusura cover con tasca;OBAGC415;TES26;541;verde bosco;green forest;
CodeBarre; O bag fall 2018;122; chiusura cover con tasca;OBAGC415;TES26;541;verde bosco;green forest;
CodeBarre; O bag fall 2018;122; chiusura cover con tasca;OBAGC415;TES26;055;nero;black;
CodeBarre; O bag fall 2018;122; chiusura cover con tasca;OBAGC415;TES26;055;nero;black;
CodeBarre; O bag fall 2018;122; chiusura cover con tasca;OBAGC415;TES26;017;blu navy;navy blue;
CodeBarre; O bag fall 2018;122; chiusura cover con tasca;OBAGC415;TES26;017;blu navy;navy blue;
CodeBarre; O bag fall 2018;122; chiusura cover con tasca;OBAGC415;TES26;463;blu maya;maya blue;
CodeBarre; O bag fall 2018;122; chiusura cover con tasca;OBAGC415;TES26;137;bluette;bright blue;
CodeBarre; O bag fall 2018;122; chiusura cover con tasca;OBAGC415;TES26;018;bordeaux;burgundy;
CodeBarre; O bag fall 2018;122; chiusura cover con tasca;OBAGC415;TES26;018;bordeaux;burgundy;
CodeBarre; O bag fall 2018;122; chiusura cover con tasca;OBAGC415;TES26;071;roccia;rock;
CodeBarre; O bag fall 2018;122; chiusura cover con tasca;OBAGC415;TES26;038;grafite;graphite;
CodeBarre; O bag fall 2018;123; scocca completo O bag tote;OBAGB426;TESJ2;055;nero;black;
CodeBarre; O bag fall 2018;123; scocca completo O bag tote;OBAGB426;TESJ2;018;bordeaux;burgundy;
CodeBarre; O bag fall 2018;123; scocca completo O bag tote;OBAGB426;TESJ2;017;blu navy;navy blue;
CodeBarre; O bag fall 2018;123; tracolla/spallaccio slim 140;SHOUBG00;ECS35;055;nero;black;
CodeBarre; O bag fall 2018;123; tracolla/spallaccio slim 140;SHOUBG00;ECS35;018;bordeaux;burgundy;
CodeBarre; O bag fall 2018;123; tracolla/spallaccio slim 140;SHOUBG00;ECS35;017;blu navy;navy blue;
CodeBarre; O bag fall 2018;124; scocca completo O bag soft;OBAGB413;FAS09;018;bordeaux;burgundy;
CodeBarre; O bag fall 2018;124; scocca completo O bag soft;OBAGB413;FAS09;137;bluette;bright blue;
CodeBarre; O bag fall 2018;124; scocca completo O bag soft;OBAGB413;FAS09;008;bianco;white;
CodeBarre; O bag fall 2018;124; scocca completo O bag soft;OBAGB413;FAS09;041;grigio scuro;dark grey;
CodeBarre; O bag fall 2018;124; scocca completo O bag soft;OBAGB413;FAS09;055;nero;black;
CodeBarre; O bag fall 2018;124; scocca completo O bag soft;OBAGB413;FAS09;002;amaranto;amaranth;
CodeBarre; O bag fall 2018;128; scocca completo O bag soft;OBAGB413;FAS09;055;nero;black;
CodeBarre; O bag fall 2018;128; scocca completo O bag soft;OBAGB413;FAS09;017;blu navy;navy blue;
CodeBarre; O bag fall 2018;128; scocca completo O bag soft;OBAGB413;FAS09;018;bordeaux;burgundy;
CodeBarre; O bag fall 2018;128; scocca completo O bag soft;OBAGB413;FAS09;541;verde bosco;green forest;
CodeBarre; O bag fall 2018;129; manico lungo componibile;HLESD000;ECS00;017;blu navy;navy blue;
CodeBarre; O bag fall 2018;129; manico lungo componibile;HLESD000;ECS00;055;nero;black;
CodeBarre; O bag fall 2018;129; manico lungo componibile;HLESD000;ECS00;018;bordeaux;burgundy;
CodeBarre; O bag fall 2018;129; manico lungo componibile;HLESD000;ECS00;541;verde bosco;green forest;
CodeBarre; O bag fall 2018;130; manico lungo componibile;HLESD000;ECS00;017;blu navy;navy blue;
CodeBarre; O bag fall 2018;130; manico lungo componibile;HLESD000;ECS00;018;bordeaux;burgundy;
CodeBarre; O bag fall 2018;130; manico lungo componibile;HLESD000;ECS00;076;rosso;red;
CodeBarre; O bag fall 2018;130; manico lungo componibile;HLESD000;ECS00;050;melanzana;aubergine;
CodeBarre; O bag fall 2018;130; manico lungo componibile;HLESD000;ECS00;075;rosa smoke;rose smoke;
CodeBarre; O bag fall 2018;130; manico lungo componibile;HLESD000;ECS00;137;bluette;bright blue;
CodeBarre; O bag fall 2018;130; manico lungo componibile;HLESD000;ECS00;540;curry;curry;
CodeBarre; O bag fall 2018;131; accessorio charm fiore;ACCEC007;FAS09;371;latte;milk;
CodeBarre; O bag fall 2018;131; accessorio charm fiore;ACCEC007;FAS09;002;amaranto;amaranth;
CodeBarre; O bag fall 2018;131; accessorio charm fiore;ACCEC007;FAS09;137;bluette;bright blue;
CodeBarre; O bag fall 2018;132; accessori pendaglio pon pon;ACCEO001;FAS23;055;nero;black;
CodeBarre; O bag fall 2018;132; accessori pendaglio pon pon;ACCEO001;FAS23;227;bianco/nero;white - black;
CodeBarre; O bag fall 2018;133; accessori pendaglio pon pon;ACCEO001;FAS46;017;blu navy;navy blue;
CodeBarre; O bag fall 2018;133; accessori pendaglio pon pon;ACCEO001;FAS46;018;bordeaux;burgundy;
CodeBarre; O bag fall 2018;134; accessori charms O bag;ACCEC001;MTS01;004;argento;silver;
CodeBarre; O bag fall 2018;134; accessori charms O bag;ACCEC001;MTS01;004;argento;silver;
CodeBarre; O bag fall 2018;134; accessori charms O bag;ACCEC001;MTS01;061;oro;gold;
CodeBarre; O bag fall 2018;134; accessori charms O bag;ACCEC001;MTS01;061;oro;gold;
CodeBarre; O bag fall 2018;134; accessori charms O bag;ACCEC001;MTS01;062;oro rosa;pink gold;
CodeBarre; O bag fall 2018;138; accessori charms O bag;ACCEC001;MTS01;018;bordeaux;burgundy;
CodeBarre; O bag fall 2018;138; accessori charms O bag;ACCEC001;MTS01;017;blu navy;navy blue;
CodeBarre; O bag fall 2018;138; accessori charms O bag;ACCEC001;MTS01;018;bordeaux;burgundy;
CodeBarre; O bag fall 2018;138; accessori charms O bag;ACCEC001;MTS01;017;blu navy;navy blue;
CodeBarre; O bag fall 2018;139; O clock meccanismo glam;OCLKD001;MESA9;137;bluette;bright blue;
CodeBarre; O bag fall 2018;139; O clock meccanismo glam;OCLKD001;MESA9;055;nero;black;
CodeBarre; O bag fall 2018;139; O clock meccanismo glam;OCLKD001;MESA9;002;amaranto;amaranth;
CodeBarre; O bag fall 2018;139; O clock meccanismo glam;OCLKD001;MESA9;389;silver;silver;
CodeBarre; O bag fall 2018;140; O clock meccanismo pink;OCLKD001;MESB3;018;bordeaux;burgundy;
CodeBarre; O bag fall 2018;140; O clock meccanismo pink;OCLKD001;MESB3;388;gold;gold;
CodeBarre; O bag fall 2018;140; O clock meccanismo pink;OCLKD001;MESB3;050;melanzana;aubergine;
CodeBarre; O bag fall 2018;140; O clock meccanismo british;OCLKD001;MESB5;191;icona;icon;
CodeBarre; O bag fall 2018;140; O clock meccanismo british;OCLKD001;MESB5;195;paperino;donald duck;
CodeBarre; O bag fall 2018;140; O clock meccanismo british;OCLKD001;MESB5;413;pluto;pluto;
CodeBarre; O bag fall 2018;140; O clock meccanismo disney;OCLKD001;MES08;193;paperone;uncle scrooge;
CodeBarre; O bag fall 2018;140; O clock meccanismo disney;OCLKD001;MES08;194;paperoga;fethry duck;
CodeBarre; O bag fall 2018;140; O clock meccanismo disney;OCLKD001;MES08;415;pippo;goofy;
CodeBarre; O bag fall 2018;141; O clock meccanismo disney;OCLKD001;MES08;347;cedro;cedro;
CodeBarre; O bag fall 2018;141; O clock meccanismo disney;OCLKD001;MES08;484;coral;coral;
CodeBarre; O bag fall 2018;141; O clock meccanismo;OCLKD001;MES80;026;blu cobalto;cobalt blue;
CodeBarre; O bag fall 2018;141; O clock meccanismo;OCLKD001;MES80;017;blu navy;navy blue;
CodeBarre; O bag fall 2018;142; O clock meccanismo;OCLKD001;MES81;130;azzurro;azure;
CodeBarre; O bag fall 2018;142; O clock meccanismo;OCLKD001;MES81;025;cipria;powder pink;
CodeBarre; O bag fall 2018;142; O clock meccanismo urban;OCLKD001;MES82;134;antracite;anthracite;
CodeBarre; O bag fall 2018;143; O clock meccanismo urban;OCLKD001;MES83;075;rosa smoke;rose smoke;
CodeBarre; O bag fall 2018;143; O clock meccanismo urban;OCLKD001;MES83;130;azzurro;azure;
CodeBarre; O bag fall 2018;143; O clock meccanismo urban;OCLKD001;MES84;347;cedro;cedro;
CodeBarre; O bag fall 2018;143; O clock meccanismo urban;OCLKD001;MES84;076;rosso;red;
CodeBarre; O bag fall 2018;143; O clock meccanismo urban;OCLKD001;MES84;055;nero;black;
CodeBarre; O bag fall 2018;144; O clock meccanismo nyc;OCLKD001;MES86;026;blu cobalto;cobalt blue;
CodeBarre; O bag fall 2018;144; O clock meccanismo nyc;OCLKD001;MES86;055;nero;black;
CodeBarre; O bag fall 2018;144; O clock meccanismo nyc;OCLKD001;MES86;422;sangria;sangria;
CodeBarre; O bag fall 2018;144; O clock meccanismo nyc;OCLKD001;MES87;076;rosso;red;
CodeBarre; O bag fall 2018;144; O clock meccanismo nyc;OCLKD001;MES87;347;cedro;cedro;
CodeBarre; O bag fall 2018;145; O clock meccanismo nyc;OCLKD001;MES88;036;giallo;yellow;
CodeBarre; O bag fall 2018;145; O clock meccanismo nyc;OCLKD001;MES88;012;blu acqua;aqua blue;
CodeBarre; O bag fall 2018;145; O clock meccanismo nyc;OCLKD001;MES88;023;celeste;sky blue;
CodeBarre; O bag fall 2018;145; O clock meccanismo nyc;OCLKD001;MES88;013;blu capri;capri blue;
CodeBarre; O bag fall 2018;145; O clock meccanismo nyc;OCLKD001;MES88;097;violetto;violet;
CodeBarre; O bag fall 2018;145; O clock meccanismo nyc;OCLKD001;MES88;076;rosso;red;
CodeBarre; O bag fall 2018;145; O clock meccanismo nyc;OCLKD001;MES88;159;total black;total black;
CodeBarre; O bag fall 2018;145; O clock meccanismo nyc;OCLKD001;MES88;060;oliva;olive;
CodeBarre; O bag fall 2018;145; O clock meccanismo nyc;OCLKD001;MES88;045;magenta;magenta;
CodeBarre; O bag fall 2018;145; O clock meccanismo nyc;OCLKD001;MES88;003;arancione;orange;
CodeBarre; O bag fall 2018;145; O clock meccanismo tone;OCLKD001;MES06;025;cipria;powder pink;
CodeBarre; O bag fall 2018;146; O clock meccanismo tone;OCLKD001;MES06;012;blu acqua;aqua blue;
CodeBarre; O bag fall 2018;146; O clock meccanismo tone;OCLKD001;MES06;088;turchese;turquoise;
CodeBarre; O bag fall 2018;146; O clock meccanismo tone;OCLKD001;MES06;025;cipria;powder pink;
CodeBarre; O bag fall 2018;146; O clock meccanismo tone;OCLKD001;MES06;080;salvia;sage;
CodeBarre; O bag fall 2018;146; O clock meccanismo tone;OCLKD001;MES06;081;smeraldo;emerald;
CodeBarre; O bag fall 2018;146; O clock meccanismo crystal;OCLKD001;MES09;140;palme;palms;
CodeBarre; O bag fall 2018;146; O clock meccanismo crystal;OCLKD001;MES09;145;iride;rainbow;
CodeBarre; O bag fall 2018;146; O clock meccanismo crystal;OCLKD001;MES09;146;mix esagoni;hexagons mix;
CodeBarre; O bag fall 2018;146; O clock meccanismo crystal;OCLKD001;MES09;200;splash 1;splash 1;
CodeBarre; O bag fall 2018;146; O clock meccanismo crystal;OCLKD001;MES09;201;splash 2;splash 2;
CodeBarre; O bag fall 2018;146; O clock meccanismo crystal;OCLKD001;MES09;202;splash 3;splash 3;
CodeBarre; O bag fall 2018;147; O clock meccanismo grafica;OCLKD001;MES05;004;argento;silver;
CodeBarre; O bag fall 2018;147; O clock meccanismo grafica;OCLKD001;MES05;061;oro;gold;
CodeBarre; O bag fall 2018;147; O clock meccanismo grafica;OCLKD001;MES05;067;phard;blush pink;
CodeBarre; O bag fall 2018;147; O clock meccanismo;OCLKD001;MES14;212;limone;lemon;
CodeBarre; O bag fall 2018;148; O clock meccanismo;OCLKD001;MES26;036;giallo;yellow;
