XXXCode barre;Code compact;Catalogue;Page;Libelle produit;Modele;Code piece;Code couleur;Couleur it;Couleur en;
XXX
XXX;ATTENTION au format des colonnes !
XXX;Avant toute edition, changer les formats des colonnes suivantes :
XXX;Code Barre :;; numerique sans decimales
XXX;Code Couleur :;; numerique format "000"
XXX
CodeBarre;SHOUWF00-TES20-078; O bag summer '19;17; tracolla new generico larga;SHOUWF00;TES20;078;sabbia;sand;
CodeBarre;SHOUWF00-TES20-183; O bag summer '19;17; tracolla new generico larga;SHOUWF00;TES20;183;viola;violet;
CodeBarre;SHOUWF00-TES20-600; O bag summer '19;17; tracolla new generico larga;SHOUWF00;TES20;600;cipria metal;pink metal;
CodeBarre;SHOUWG00-TES20-003; O bag summer '19;18; tracolla new generico stretta;SHOUWG00;TES20;003;arancione;orange;
CodeBarre;SHOUWG00-TES20-044; O bag summer '19;18; tracolla new generico stretta;SHOUWG00;TES20;044;lime;lime;
CodeBarre;SHOUWG00-TES20-008; O bag summer '19;18; tracolla new generico stretta;SHOUWG00;TES20;008;bianco;white;
CodeBarre;SHOUWG00-TES20-055; O bag summer '19;18; tracolla new generico stretta;SHOUWG00;TES20;055;nero;black;
CodeBarre;SHOUWG00-TES20-026; O bag summer '19;18; tracolla new generico stretta;SHOUWG00;TES20;026;cobalto;cobalt;
CodeBarre;SHOUWG00-TES20-078; O bag summer '19;18; tracolla new generico stretta;SHOUWG00;TES20;078;sabbia;sand;
CodeBarre;SHOUWG00-TES20-183; O bag summer '19;18; tracolla new generico stretta;SHOUWG00;TES20;183;viola;violet;
CodeBarre;SHOUWG00-TES20-600; O bag summer '19;18; tracolla new generico stretta;SHOUWG00;TES20;600;cipria metal;pink metal;
CodeBarre;OBAGPM50-TES20-003; O bag summer '19;22; pattina con manichetto;OBAGPM50;TES20;003;arancione;orange;
CodeBarre;OBAGPM50-TES20-044; O bag summer '19;22; pattina con manichetto;OBAGPM50;TES20;044;lime;lime;
CodeBarre;OBAGPM50-TES20-008; O bag summer '19;22; pattina con manichetto;OBAGPM50;TES20;008;bianco;white;
CodeBarre;OBAGPM50-TES20-055; O bag summer '19;22; pattina con manichetto;OBAGPM50;TES20;055;nero;black;
CodeBarre;OBAGPM50-TES20-026; O bag summer '19;22; pattina con manichetto;OBAGPM50;TES20;026;cobalto;cobalt;
