8050846058040;HLESGC00-ROS10-484;p052-2-06;coral;coral;summer 2019 presentation/catalogo summer_beach 2019.txt; manico corto corda cotone
8050846058057;HLESGC00-ROS10-486;p052-2-08;pink;pink;summer 2019 presentation/catalogo summer_beach 2019.txt; manico corto corda cotone
8050846089655;HLESGC01-ECSC9-055;p034-2-01;nero;black;fall 2019 presentation_/catalogo fall 19.txt; manico corto + anello
8050846089679;HLESGC01-ECSC9-076;p034-2-02;rosso;red;fall 2019 presentation_/catalogo fall 19.txt; manico corto + anello
8050846089662;HLESGC01-ECSC9-137;p034-2-03;bluette;bluette;fall 2019 presentation_/catalogo fall 19.txt; manico corto + anello
8050846094642;HLESGC01-EVS54-017;p036-2-01;blu navy;blue navy;fall 2019 presentation_/catalogo fall 19.txt; manico corto + anelli
8050846094642;HLESGC01-EVS54-017;p053-1-01;blu navy;navy blue;summer 2019 presentation/catalogo summer_beach 2019.txt; manico corto eva compound
8050846094659;HLESGC01-EVS54-026;p053-1-04;cobalto;cobalt;summer 2019 presentation/catalogo summer_beach 2019.txt; manico corto eva compound
8050846094727;HLESGC01-EVS54-055;p036-2-02;nero;black;fall 2019 presentation_/catalogo fall 19.txt; manico corto + anelli
8050846094727;HLESGC01-EVS54-055;p053-1-02;nero;black;summer 2019 presentation/catalogo summer_beach 2019.txt; manico corto eva compound
8050846099654;HLESGC01-EVS54-067;p036-2-04;phard;phard;fall 2019 presentation_/catalogo fall 19.txt; manico corto + anelli
8050846099661;HLESGC01-EVS54-078;p036-2-03;sabbia;sand;fall 2019 presentation_/catalogo fall 19.txt; manico corto + anelli
8050846094666;HLESGC01-EVS54-078;p053-1-06;sabbia;sand;summer 2019 presentation/catalogo summer_beach 2019.txt; manico corto eva compound
8050846094680;HLESGC01-EVS54-347;p053-1-05;cedro;citrus;summer 2019 presentation/catalogo summer_beach 2019.txt; manico corto eva compound
8050846094697;HLESGC01-EVS54-371;p036-2-05;latte;milk;fall 2019 presentation_/catalogo fall 19.txt; manico corto + anelli
8050846094697;HLESGC01-EVS54-371;p053-1-07;latte;milk;summer 2019 presentation/catalogo summer_beach 2019.txt; manico corto eva compound
8050846094703;HLESGC01-EVS54-422;p053-1-08;sangria;sangria;summer 2019 presentation/catalogo summer_beach 2019.txt; manico corto eva compound
8050846094710;HLESGC01-EVS54-486;p053-1-09;pink;pink;summer 2019 presentation/catalogo summer_beach 2019.txt; manico corto eva compound
8050846099678;HLESGC01-EVS54-615;p036-2-06;military;military;fall 2019 presentation_/catalogo fall 19.txt; manico corto + anelli
8050846082465;HLESGC19-EVS54-017;p035-1-01;blu navy;blue navy;fall 2019 presentation_/catalogo fall 19.txt; manico corto + goccia eva
8050846082458;HLESGC19-EVS54-026;p033-1-01;cobalto;cobalt;winter 2019 presentation/catalogo capsule beach 2019.txt; manico corto + goccia eva
8050846082427;HLESGC19-EVS54-055;p033-1-03;nero;black;winter 2019 presentation/catalogo capsule beach 2019.txt; manico corto + goccia eva
8050846082427;HLESGC19-EVS54-055;p035-1-03;nero;black;fall 2019 presentation_/catalogo fall 19.txt; manico corto + goccia eva
8050846089730;HLESGC19-EVS54-067;p035-1-05;phard;phard;fall 2019 presentation_/catalogo fall 19.txt; manico corto + goccia eva
8050846089716;HLESGC19-EVS54-076;p035-1-02;rosso;red;fall 2019 presentation_/catalogo fall 19.txt; manico corto + goccia eva
8050846083004;HLESGC19-EVS54-078;p035-1-04;sabbia;sand;fall 2019 presentation_/catalogo fall 19.txt; manico corto + goccia eva
8050846082434;HLESGC19-EVS54-088;p033-1-02;turchese;turquoise;winter 2019 presentation/catalogo capsule beach 2019.txt; manico corto + goccia eva
8050846082472;HLESGC19-EVS54-347;p033-1-04;cedro;cedro;winter 2019 presentation/catalogo capsule beach 2019.txt; manico corto + goccia eva
8050846082441;HLESGC19-EVS54-371;p033-1-06;latte;milk;winter 2019 presentation/catalogo capsule beach 2019.txt; manico corto + goccia eva
8050846082441;HLESGC19-EVS54-371;p035-1-06;latte;milk;fall 2019 presentation_/catalogo fall 19.txt; manico corto + goccia eva
8050846082489;HLESGC19-EVS54-486;p033-1-05;pink;pink;winter 2019 presentation/catalogo capsule beach 2019.txt; manico corto + goccia eva
8050846089709;HLESGC19-EVS54-614;p035-1-07;imperial blu;imperial blue;fall 2019 presentation_/catalogo fall 19.txt; manico corto + goccia eva
8050846089723;HLESGC19-EVS54-615;p035-1-08;military;military;fall 2019 presentation_/catalogo fall 19.txt; manico corto + goccia eva
8050846060869;HLESGC19-MAS29-054;p029-1-01;naturale;natural;catalogo Spring 19.txt; Manico corto + goccia
