 ANSES/ANGULAIREX;SAI  ;COL  ;  ;     S;     M;     L;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;       
 ANSES/CORDECOTON;SAI  ;COL  ;  ;    XS;     S;     M;     L;    XL;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;       
                 ;E18  ;COBAL;PA;0;8,89;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10
                 ;     ;     ;PV;0;26;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30
                 ;OBAG ;     ;ST;      ;      ;      ;1;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;1
                 ;E18  ;LATTE;PA;0;8,89;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10
                 ;     ;     ;PV;0;26;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30
                 ;OBAG ;     ;ST;      ;      ;      ;1;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;1
                 ;E18  ;NAVY ;PA;0;8,89;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20
                 ;     ;     ;PV;0;26;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60
                 ;OBAG ;     ;ST;      ;      ;      ;2;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;2
                 ;E18  ;PINK ;PA;0;8,89;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10
                 ;     ;     ;PV;0;26;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30
                 ;OBAG ;     ;ST;      ;      ;      ;1;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;1
                 ;E18  ;SKYWA;PA;0;8,89;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10
                 ;     ;     ;PV;0;26;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30
                 ;OBAG ;     ;ST;      ;      ;      ;1;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;1
 ANSES/CORDEGOUTT;SAI  ;COL  ;  ;     S;     M;     L;    XL;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;       
                 ;E18  ;COMNA;PA;13,44;13,44;13,44;13,44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13,44
                 ;     ;     ;PV;40;40;40;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40
                 ;OBAG ;     ;ST;      ;      ;1;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;1
                 ;E18  ;GORED;PA;11,04;11,04;11,04;11,04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22,08
                 ;     ;     ;PV;35;35;35;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70
                 ;OBAG ;     ;ST;      ;      ;2;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;2
                 ;E18  ;JUAPP;PA;9,84;9,84;9,84;9,84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;127,92
                 ;     ;     ;PV;30;30;30;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;390
                 ;OBAG ;     ;ST;      ;      ;13;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;13
                 ;E18  ;JUORA;PA;9,84;9,84;9,84;9,84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49,2
                 ;     ;     ;PV;30;30;30;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150
                 ;OBAG ;     ;ST;      ;      ;5;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;5
                 ;E18  ;JUYEL;PA;9,84;9,84;9,84;9,84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49,2
                 ;     ;     ;PV;30;30;30;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150
                 ;OBAG ;     ;ST;      ;      ;5;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;5
                 ;E18  ;VERTF;PA;10,92;10,92;10,92;10,92;10,92;10,92;10,92;10,92;10,92;10,92;10,92;10,92;10,92;10,92;10,92;10,92;0;0;0;0;10,92
                 ;     ;     ;PV;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;3;0;0;0;0;30
                 ;OBAG ;     ;ST;      ;      ;1;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;1
 ANSES/CUIR      ;SAI  ;COL  ;  ;    XS;     S;     M;     L;    XL;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;       
                 ;H16  ;BLACK;PA;0;12,34;0;16,2;16,2;16,2;16,2;16,2;16,2;16,2;16,2;16,2;16,2;16,2;16,2;16,2;0;0;0;0;24,68
                 ;     ;     ;PV;0;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;0;0;0;0;80
                 ;OBAG ;     ;ST;      ;2;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;      ;2
                 ;H16  ;BROWN;PA;0;12,34;0;16,2;16,2;16,2;16,2;16,2;16,2;16,2;16,2;16,2;16,2;16,2;16,2;16,2;0;0;0;0;160,42
                 ;     ;     ;PV;0;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;0;0;0;0;520
