XXXCode barre;Code compact;Catalogue;Page;Libelle produit;Modele;Code piece;Code couleur;Couleur it;Couleur en;
XXX
XXX;ATTENTION au format des colonnes !
XXX;Avant toute edition, changer les formats des colonnes suivantes :
XXX;Code Barre :;; numerique sans decimales
XXX;Code Couleur :;; numerique format "000"
XXX
CodeBarre;HLESX600-ECS00-475; O bag spring 2018;33; manico extraslim goccia;HLESX600;ECS00;475;bianco/rosso/blu;white/red/blue;
CodeBarre;HLESGC00-ROS04-479; O bag spring 2018;34; manico corto corda;HLESGC00;ROS04;479;skyway;skyway;
CodeBarre;HLESGC00-ROS04-017; O bag spring 2018;34; manico corto corda;HLESGC00;ROS04;017;blu navy;navy blue;
CodeBarre;HLESGC00-ROS04-076; O bag spring 2018;34; manico corto corda;HLESGC00;ROS04;076;rosso;red;
CodeBarre;HLESMD00-ECS46-072; O bag spring 2018;34; micromanico tubolare corto;HLESMD00;ECS46;072;rosa;pink;
CodeBarre;HLESMD00-ECS46-483; O bag spring 2018;34; micromanico tubolare corto;HLESMD00;ECS46;483;champagne;champagne;
CodeBarre;HLESMD00-ECS46-055; O bag spring 2018;34; micromanico tubolare corto;HLESMD00;ECS46;055;nero;black;
CodeBarre;HLESMD00-ECS46-221; O bag spring 2018;34; micromanico tubolare corto;HLESMD00;ECS46;221;cognac;cognac;
CodeBarre;HLESMD00-ECS46-479; O bag spring 2018;35; micromanico tubolare corto;HLESMD00;ECS46;479;skyway - argento;skyway - silver;
CodeBarre;HLESMD00-ECS46-075; O bag spring 2018;35; micromanico tubolare corto;HLESMD00;ECS46;075;rosa smoke - oro;rose smoke - gold;
CodeBarre;HLESAE00-ECS00-075; O bag spring 2018;35; manichetto con infilature;HLESAE00;ECS00;075;rosa smoke;rose smoke;
CodeBarre;HLESAE00-ECS00-215; O bag spring 2018;35; manichetto con infilature;HLESAE00;ECS00;215;crema;cream;
CodeBarre;HLESAE00-ECS00-479; O bag spring 2018;35; manichetto con infilature;HLESAE00;ECS00;479;skyway;skyway;
CodeBarre;HLESGC00-ECS54-026; O bag spring 2018;36; manico corto ecopelle;HLESGC00;ECS54;026;blu cobalto - argento;cobalt blue - silver;
CodeBarre;HLESAD00-ECS00-055; O bag spring 2018;36; manichetto tubolare ecopelle;HLESAD00;ECS00;055;nero - argento;black - silver;
CodeBarre;HLESAD00-ECS00-076; O bag spring 2018;36; manichetto tubolare ecopelle;HLESAD00;ECS00;076;rosso - argento;red - silver;
CodeBarre;HLESAD00-ECS00-422; O bag spring 2018;36; manichetto tubolare ecopelle;HLESAD00;ECS00;422;sangria - argento;sangria - silver;
CodeBarre;HLESAD00-ECS00-371; O bag spring 2018;36; manichetto tubolare ecopelle;HLESAD00;ECS00;371;latte - argento;milk - silver;
CodeBarre;HLESAD00-ECS00-036; O bag spring 2018;36; manichetto tubolare ecopelle;HLESAD00;ECS00;036;giallo - argento;yellow - silver;
CodeBarre;HLESAD00-ECS00-017; O bag spring 2018;36; manichetto tubolare ecopelle;HLESAD00;ECS00;017;blu navy - argento;navy blue - silver;
CodeBarre;HLESAD00-ECS00-483; O bag spring 2018;36; manichetto tubolare ecopelle;HLESAD00;ECS00;483;champagne - oro;champagne - gold;
CodeBarre;HLESF800-ECS00-010; O bag spring 2018;37; manico con fibbia goccia;HLESF800;ECS00;010;blu - grigio;blue - grey;
CodeBarre;HLESF800-ECS00-106; O bag spring 2018;37; manico con fibbia goccia;HLESF800;ECS00;106;kiwi - polvere;kiwi - dusty blue;
CodeBarre;HLESF800-ECS00-104; O bag spring 2018;37; manico con fibbia goccia;HLESF800;ECS00;104;terracotta - phard;terracotta - blush pink;
CodeBarre;HLESF800-ECS00-105; O bag spring 2018;37; manico con fibbia goccia;HLESF800;ECS00;105;grigio - avorio;grey - ivory;
CodeBarre;HLESFC00-PES03-088; O bag spring 2018;37; manico con fibbia corto pelle;HLESFC00;PES03;088;turchese;turquoise;
CodeBarre;HLESGC00-ECS04-038; O bag spring 2018;38; manico corto ecopelle;HLESGC00;ECS04;038;grafite;graphite;
CodeBarre;HLESGC00-ECS04-135; O bag spring 2018;38; manico corto ecopelle;HLESGC00;ECS04;135;peltro;pewter;
CodeBarre;HLESX800-ECS13-006; O bag spring 2018;38; manico extra slim goccia;HLESX800;ECS13;006;avorio;ivory;
CodeBarre;HLESX800-ECS13-087; O bag spring 2018;38; manico extra slim goccia;HLESX800;ECS13;087;taupe;taupe;
CodeBarre;HLESX800-ECS13-039; O bag spring 2018;38; manico extra slim goccia;HLESX800;ECS13;039;grigio;grey;
CodeBarre;HLESX800-ECS13-084; O bag spring 2018;38; manico extra slim goccia;HLESX800;ECS13;084;testa di moro;dark brown;
CodeBarre;HLESM800-TES19-341; O bag spring 2018;39; manico micromanico goccia;HLESM800;TES19;341;dark multicolor;dark multicolor;
CodeBarre;HLESMC00-FES06-010; O bag spring 2018;39; micromanico corto feltro pi<u>;HLESMC00;FES06;010;blu - grigio;blue - grey;
CodeBarre;HLESMC00-FES06-321; O bag spring 2018;39; micromanico corto feltro pi<u>;HLESMC00;FES06;321;bordeaux - blu;burgundy - blue;
CodeBarre;HLESMC00-FES06-037; O bag spring 2018;39; micromanico corto feltro pi<u>;HLESMC00;FES06;037;giallo - verde;yellow - green;
