Catalogue;Page;Libelle produit;Modele;Code piece;Code couleur;Code barre;Couleur it;Couleur en;
 O bag flash beach 2018;64; manico sporty + spallaccio O;HLESZ817;TES20;484;;coral;coral;
 O bag flash beach 2018;64; manico sporty + spallaccio O;HLESZ817;TES20;509;;moka;moka;
 O bag flash beach 2018;65; sacca interna zip O square;OBAGS019;TES01;484;;coral;coral;
 O bag flash beach 2018;65; sacca interna zip O square;OBAGS019;TES01;485;;atlantic;atlantic;
 O bag flash beach 2018;65; sacca interna zip O square;OBAGS019;TES01;347;;cedro;cedro;
 O bag flash beach 2018;65; sacca interna zip O square;OBAGS019;TES01;486;;pink;pink;
 O bag flash beach 2018;66; scocca completo O bag;OBAGB426;TESL9;484;;coral;coral;
 O bag flash beach 2018;66; scocca completo O bag tote;OBAGB426;TESO6;055;;nero;black;
 O bag flash beach 2018;66; scocca completo O bag tote;OBAGB426;TESO6;371;;latte;milk;
 O bag flash beach 2018;67; tracolla/spallaccio slim 140;SHOUBG00;ROS00;054;;naturale;natural;
 O bag flash beach 2018;67; tracolla/spallaccio slim 140;SHOUBG00;ROS00;125;;multicolor;multicolour;
 O bag flash beach 2018;70; accessori maxi pon pon +;ACCEC009;TESO1;371;;latte;milk;
 O bag flash beach 2018;70; accessori maxi pon pon +;ACCEC009;TESO1;055;;nero;black;
 O bag flash beach 2018;70; accessori maxi pon pon +;ACCEC009;TESO1;518;;arancione - fucsia - viola;orange - fuchsia - violet;
 O bag flash beach 2018;70; accessori nappina + borsina;ACCEC010;TES01;054;;naturale;natural;
 O bag flash beach 2018;71; accessori pochette gommato;ACCEP001;TESO5;055;;nero;black;
 O bag flash beach 2018;71; accessori pochette tessuto;ACCEP001;TESO6;522;;naturale/nero;natural/black;
 O bag flash beach 2018;71; accessori pochette tessuto;ACCEP001;TESO6;510;;naturale bianco;natural white;
 O bag flash beach 2018;72; pochette forata tessuto;ACCEP014;TES20;509;;moka;moka;
 O bag flash beach 2018;76; O clock meccanismo beach;OCLKD001;MESA1;347;;cedro;cedro;
 O bag flash beach 2018;76; O clock meccanismo beach;OCLKD001;MESA1;001;;acqua;aqua;
 O bag flash beach 2018;76; O clock meccanismo beach;OCLKD001;MESA1;484;;coral;coral;
 O bag flash beach 2018;76; O clock meccanismo haiti;OCLKD001;MES99;001;;acqua;aqua;
 O bag flash beach 2018;76; O clock meccanismo haiti;OCLKD001;MES99;484;;corallo;coral;
 O bag flash beach 2018;76; O clock meccanismo haiti;OCLKD001;MES99;045;;magenta;magenta;
 O bag flash beach 2018;77; O clock meccanismo haiti;OCLKD001;MES99;347;;cedro;cedro;
 O bag flash beach 2018;77; O clock meccanismo haiti;OCLKD001;MES99;484;;coral;coral;
 O bag flash beach 2018;77; O clock great date;OCLKD104;MESA1;001;;acqua;aqua;
 O bag flash beach 2018;77; O clock great meccanismo;OCLKD101;MESA5;125;;multicolor;multicolour;
 O bag flash beach 2018;78; O clock great meccanismo;OCLKD101;MESA4;125;;multicolor;multicolour;
 O bag flash beach 2018;78; O clock great meccanismo;OCLKD101;MES04;347;;cedro;cedro;
 O bag flash beach 2018;79; O clock great racing;OCLKD110;MES04;347;;cedro;cedro;
 O bag flash beach 2018;82; O shoes donna high EVA;OSHSD001;EVS28;484;;corallo;coral;
 O bag flash beach 2018;82; O shoes donna high EVA;OSHSD001;EVS28;347;;cedro;cedro;
 O bag flash beach 2018;82; O shoes donna high EVA;OSHSD001;EVS28;371;;latte;milk;
 O bag flash beach 2018;83; O shoes donna high EVA;OSHSD001;EVS28;485;;atlantic;atlantic;
 O bag flash beach 2018;83; O shoes donna high EVA;OSHSD001;EVS28;486;;pink;pink;
